Item,label-id,resource-type,metaclass,Kit,Photo (link to Google Drive file),Model Number,Serial Number,AC input,FCC ID:,DC Input,PSU Number,Notes,Manual Uploaded,Manual Source Google Drive URL,Manual Source Original URL,Manual Source Original URL,Resale Value,Resale Source URL,Resale Info: Date Recorded,Last-reported Condition(?),Equipment Status,Peripheral Status,Service Record,GEAR name,GEAR description,BOLDC description,BOLDC Instructions,BOLDC Demo Videos,checkout-center,,,,,,
Arri M18,boldc#ArriM18,lighting,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1is7b-31zUfsob8liGjqEo-pbGg-4z9WK/view?usp=sharing,https://www.arri.com/en/lighting/daylight/m-series/m18#F0.0000M18,,5679.667,https://www.bhphotovideo.com/c/product/664968   https://www.sharegrid.com/products/77-arri-m18-1800w-hmi-system/buy   https://www.ebay.com/c/22006569623,2020-12-29,,,,,,,,,,ER - Bold-C,,,,,,
"Matthews Baby Plate 3""","boldc#MatthewsBabyPlate3""002",accessory,EQUIPMENT,,,429041,,,,,BDSB31359,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
"Matthews Super Mafer Clamp with Baby (5/8"") Pin","boldc#MatthewsSuperMaferClampwithBaby(5/8"")Pin",accessory,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1DeGuSL98H6aJIdDba49dOnswPkWFL2GD/view?usp=sharing,https://www.bhphotovideo.com/c/product/320238-REG/Matthews_541004_Super_Mafer_Clamp_with.html,,38.46,"https://www.bhphotovideo.com/c/product/320238-REG/Matthews_541004_Super_Mafer_Clamp_with.html   https://www.filmtools.com/msemapicat54.html   https://www.ebay.com/itm/Matthews-Super-Mafer-Clamp-with-5-8-Pin-Black-B541004/392463408498

",2021-01-05,,,,,,,,,,ER - Bold-C,,,,,,
"Matthews Matthellini Clamp with 3"" Center Jaw","boldc#MatthewsMatthelliniClampwith3""CenterJaw",accessory,EQUIPMENT,,,,,,,,,in misc,,https://drive.google.com/file/d/121F75NICp-1XUwIgtzgeX39v7ta_5odV/view?usp=sharing,https://www.msegrip.com/products/matthellini-clamps,,42,https://www.bhphotovideo.com/c/product/161531-REG/Matthews_420101_Matthellini_Clamp_3.html   https://www.ebay.com/itm/Matthews-Studio-Equipment-Matthellini-Clamp-3-Center-Jaw-PN-420101/133539111594   https://www.amazon.com/Matthews-Matthellini-Clamp-Center-Jaw/dp/B00F3KO814,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Denecke TS-3 Time Code Slate - Black and White Clapper  EL Backlit,#ERROR!,postProduction,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1SxxsnIXfFIyv9L_5j8cj1Mi5XR7oh_ZY/view?usp=sharing,http://www.denecke.com/Support/Documents/TS-3%202012.pdf,,1440.83,https://www.bhphotovideo.com/c/product/414880-REG/Denecke_TS_3ELBW_TS_3_Time_Code_Slate.html   https://www.performanceaudio.com/denecke-ts-3-time-code-slate-black-white-clapper.html   https://www.adorama.com/dets3elbw.html ,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Matthews 8x8' - White Artificial Silk,boldc#Matthews8x8'-WhiteArtificialSilk,,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1P5FQeOTw_i2jkYYHhRZ5XEsIHA0CPmXh/view?usp=sharing,https://www.bhphotovideo.com/c/product/99341-REG/Matthews_319403_8x8_Overhead_Fabric.html,,116.73,https://www.bhphotovideo.com/c/product/99341-REG/Matthews_319403_8x8_Overhead_Fabric.html   https://www.samys.com/p/Scrims--Flags/319403/Matthews-8x8-Butterfly-Overhead-Artificial-Silk-White/21297.html   https://www.ebay.com/itm/Matthews-309084-6x6ft-Artificial-Silk-White-Scrim-/333085485517,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Matthews 8x8' - Black Double Scrim,boldc#Matthews8x8'-BlackDoubleScrim,,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1P5FQeOTw_i2jkYYHhRZ5XEsIHA0CPmXh/view?usp=sharing,https://www.msegrip.com/products/12x18in-open-end-scrim?_pos=12&_sid=e08d17c8e&_ss=r,,296.95,https://www.bhphotovideo.com/c/product/99338-REG/Matthews_319401_8x8_Black_Double_Scrim.html   https://www.adorama.com/mt319401.html   no ebay,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Matthews 8x8' - Black Single Scrim,boldc#Matthews8x8'-BlackSingleScrim,,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1P5FQeOTw_i2jkYYHhRZ5XEsIHA0CPmXh/view?usp=sharing,https://www.msegrip.com/products/12x18in-open-end-scrim?_pos=12&_sid=e08d17c8e&_ss=r,,189.95,https://www.bhphotovideo.com/c/product/99337-REG/Matthews_319400_Butterfly_Overhead_Fabric_8x8.html   https://www.amazon.com/Matthews-Single-Butterfly-Overhead-Fabric/dp/B006TH4UOU   no ebay,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Matthews 8x8' - White/White T55 Grifflector,boldc#Matthews8x8'-White/WhiteT55Grifflector,,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1mrq-WJe3gVw8fTX6HuX3JpAacG1F5VPL/view?usp=sharing,https://www.bhphotovideo.com/c/product/187417-REG/Matthews_719114_8x8_Overhead_Fabric.html,,155.4,https://www.bhphotovideo.com/c/product/187417-REG/Matthews_719114_8x8_Overhead_Fabric.html   https://www.filmtools.com/8x8grwhwht5c.html   no ebay,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Matthews Light Control Bundle,boldc#MatthewsLightControlBundle,,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1Jr5BTdK87Uby0gVg059V_adc3XlE2uk5/view?usp=sharing,https://www.msegrip.com/products/crls-lighting-control-bundle?_pos=1&_sid=7a4f65b7c&_ss=r,,on hold,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews 4x2 Knife Blades,boldc#Matthews4x2KnifeBlades,,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/16r8BlSHHQxIAiGhzjubqM7RwWJDurOs1/view?usp=sharing,https://www.bhphotovideo.com/c/product/1349743-REG/matthews_549126_48x48_gel_frame_knife.html,,0,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews 4x2 Knife Blades,boldc#Matthews4x2KnifeBlades002,,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/16r8BlSHHQxIAiGhzjubqM7RwWJDurOs1/view?usp=sharing,https://www.bhphotovideo.com/c/product/1349743-REG/matthews_549126_48x48_gel_frame_knife.html,,0,,,,,,,,,,,,ER - Bold-C,,,,,,
Speed Rail (5ft sections),boldc#SpeedRail(5ftsections),,EQUIPMENT,,,,,,,,,,,,,,on hold,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews Polito Bracket,boldc#MatthewsPolitoBracket,,EQUIPMENT,,,B119736,,,,,BDSB31475,,,https://drive.google.com/file/d/16xz_rS65dLb74PRJxX0bCZKK64bSgdaH/view?usp=sharing,https://www.bhphotovideo.com/c/product/33445-REG/Matthews_B119736_Polito_Bracket.html,,179.5,https://www.ebay.com/itm/Matthews-Polito-Bracket-B119736/174418228066?_trkparms=aid%3D1110006%26algo%3DHOMESPLICE.SIM%26ao%3D1%26asc%3D20160323102634%26meid%3Da7748af80bef49189fe910149ce4d2b3%26pid%3D100623%26rk%3D4%26rkt%3D5%26sd%3D333705458443%26itm%3D174418228066%26pmt%3D0%26noa%3D1%26pg%3D2047675%26algv%3DDefaultOrganic%26brand%3DMatthews+Studio+Equipment&_trksid=p2047675.c100623.m-1   https://gripsupportstore.com/products/polito-bracket-bead-board-holder   no 3rd sale only ebay and one site,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Matthews Double Header,boldc#MatthewsDoubleHeader,,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1iHLRLrbNlhwyfP0gskh_4mbrON8MeCai/view?usp=sharing,https://www.bhphotovideo.com/c/product/33187-REG/Matthews_429581_Baby_Double_Header.html,,43.89,https://www.bhphotovideo.com/c/product/33187-REG/Matthews_429581_Baby_Double_Header.html   https://www.filmtools.com/badohe4.html   https://www.amazon.com/Matthews-Baby-Double-Header-Photography/dp/B07QMNMK2X ,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Matthews 4x4 Knife Blades,boldc#Matthews4x4KnifeBlades,,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/16r8BlSHHQxIAiGhzjubqM7RwWJDurOs1/view?usp=sharing,https://www.bhphotovideo.com/c/product/1349743-REG/matthews_549126_48x48_gel_frame_knife.html,,100.63,https://www.filmandvideolighting.com/matthews-gel-frame-4x4.html   https://www.msegrip.com/products/gel-frames?variant=12807165018178   https://www.adorama.com/mt549120.html ,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Matthews 4x4 Floppy,boldc#Matthews4x4Floppy,,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/159lp8Xfv2cf7R7AiENhukfCKFHO3husm/view?usp=sharing,https://www.msegrip.com/products/floppy-cutters?_pos=1&_sid=f9d9fa0a4&_ss=r,,156,https://www.bhphotovideo.com/c/product/184869-REG/Matthews_169028T_48x48_Floppy_Cutter.html   https://www.filmtools.com/48flopcuttop.html   no ebay,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Matthews 25lb Sandbag,boldc#Matthews25lbSandbag,,EQUIPMENT,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/32952-REG/Matthews_299552_Sandbag_25_lb.html,,35.97,  https://www.adorama.com/mt299552.html   https://www.ebay.com/itm/Matthews-Cordura-25-lb-Sandbag-Color-Black-299553-/392009431681?_ul=AR,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
"Road Rags I Kit 18x24""","boldc#RoadRagsIKit18x24""",,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1ROvOjYAz7IdPJk0IHf31XBKGbqVK_IDB/view?usp=sharing,https://www.msegrip.com/products/roadrags?_pos=1&_sid=c0b133f17&_ss=r,,43.89,https://www.bhphotovideo.com/c/product/227712-REG/Matthews_350595_RoadRags_Kit_18.html   https://www.filmtools.com/matthews-studio-equipment-road-rags-18-x-24-flag-kit-350595.html no ebay,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Matthews Apple Box Set,boldc#MatthewsAppleBoxSet,accessory,EQUIPMENT,,,,3028695,,,,N/A,,,https://drive.google.com/file/d/1yhRAW5BfP8ZcpCmh2xTvpFc5PTDwvsCU/view?usp=sharing,https://www.msegrip.com/products/hi-hi-overhead-roller-stand?_pos=2&_sid=0972cce81&_ss=r,,148,https://www.filmtools.com/filmtools-apple-box-set-kit.html   https://www.adorama.com/mt2595k.html   no ebay (goes to adorama's listing),2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Matthews Hi HiRoller Stand,boldc#MatthewsHiHiRollerStand,audio,EQUIPMENT,,,4022-1,,,,,BDSB31356,,,https://drive.google.com/file/d/1gm4rnU1rWRmwwfLpjLlaO7OPf-rIv3Yc/view?usp=sharing,https://sites.middlebury.edu/filmsupport/files/2014/10/Matthews_Stands.pdf,,405.65,https://www.bhphotovideo.com/c/product/33086-REG/Matthews_H377577_Hi_Hi_Overhead_Roller_Stand.html   https://www.ebay.com/c/1500387008   https://www.msegrip.com/products/hi-hi-overhead-roller-stand-with-rocky-mountain-leg,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Hi-Hi Roller (Wheeled),boldc#Hi-HiRoller(Wheeled),audio,EQUIPMENT,,,4022-1,,,,,BDSB31355,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand,audio,EQUIPMENT,,,,,,,,BDSB31350,,,https://drive.google.com/file/d/1hphT48TOIQYC4d4gEbK3cfVYLkZPXyAL/view?usp=sharing,https://sites.middlebury.edu/filmsupport/files/2014/10/Matthews_Stands.pdf,,204.2,https://www.bhphotovideo.com/c/product/1095292-REG/matthews_339764_40_c_stand_with.html   https://www.amazon.com/Matthews-Century-Sliding-Maximum-Supports/dp/B000TI3370   no ebay,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand002,audio,EQUIPMENT,,,, ,,,,BDSB31349,,,https://drive.google.com/file/d/1hphT48TOIQYC4d4gEbK3cfVYLkZPXyAL/view?usp=sharing,https://sites.middlebury.edu/filmsupport/files/2014/10/Matthews_Stands.pdf,,163.4,https://www.samys.com/p/Light-Stands/756020/Matthews-20-inch.-Hollywood-Century-C-Stand-with-Arm--Grip-Head/21402.html   https://www.bhphotovideo.com/c/product/690971-REG/Matthews_B756020_C_Stand_with_Sliding.html   no ebay (sold out??),2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand003,,EQUIPMENT,,,,,,,,BDSB31414,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand004,,EQUIPMENT,,,,,,,,BDSB31303,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand005,,EQUIPMENT,,,,,,,,BDSB31405,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand006,,EQUIPMENT,,,,,,,,BDSB31413,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand007,,EQUIPMENT,,,,,,,,BDSB31248,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand008,,EQUIPMENT,,,,,,,,BDSB31345,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand009,,EQUIPMENT,,,,,,,,BDSB31351,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand010,,EQUIPMENT,,,,,,,,BDSB31412,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand011,,EQUIPMENT,,,,,,,,BDSB31409,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand012,,EQUIPMENT,,,,,,,,BDSB31347,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand013,,EQUIPMENT,,,,,,,,BDSB31387,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand014,,EQUIPMENT,,,,,,,,BDSB31343,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand015,,EQUIPMENT,,,,,,,,BDSB31340,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand016,,EQUIPMENT,,,,,,,,BDSB31384,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand017,,EQUIPMENT,,,,,,,,BDSB31399,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand018,,EQUIPMENT,,,,,,,,BDSB31344,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand019,,EQUIPMENT,,,,,,,,BDSB31386,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand020,,EQUIPMENT,,,,,,,,BDSB31341,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand021,,EQUIPMENT,,,,,,,,BDSB31342,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Matthews C-Stand,boldc#MatthewsC-Stand022,,EQUIPMENT,,,,,,,,BDSB31401,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Misc Clamps,boldc#MiscClamps,,EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
"Road Rags II Kit 24x36""","boldc#RoadRagsIIKit24x36""",lighting,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1jNAJ2W2JYQ_vwykeQybuBZxLZlq549rs/view?usp=sharing,https://www.msegrip.com/products/roadragsii?_pos=2&_sid=d91f2b219&_ss=r,,323.02,https://www.bhphotovideo.com/c/product/272813-REG/Matthews_350596_RoadRags_II_Kit.html   https://www.amazon.com/Matthews-24-36-RoadRags-Kit/dp/B00F3KNNP6   https://www.ebay.com/c/1300677170,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
MYT Works dolly,boldc#MYTWorksdolly,grip,EQUIPMENT,,,,LVL-1166,,,,BDSB31481,Other Behrend numbers include: BDSB31501  BDSB31189  BDSB31500 ,,,https://www.mytworks.com/category/e_guides-manuals/feed/,,on hold,,,,,,,,,,,,ER - Bold-C,,,,,,
O'Connor Follow Focus Kit,boldc#O'ConnorFollowFocusKit,accessory,EQUIPMENT,,,CFF-1,,,,,,,,https://drive.google.com/file/d/12c2QckREGlKr8B1rE7XN4Mq3p7EtbIIh/view?usp=sharing,http://www.ocon.com/wp-content/uploads/2013/07/C1242-4980-3.pdf,,on hold,,,,,,,,,,,,ER - Bold-C,,,,,,
"Panasonic 17"" Monitor","boldc#Panasonic17""Monitor",accessory,EQUIPMENT,,,BT-LH1710P,E4TWA0017,,,,BDSB31270,,,https://drive.google.com/file/d/13BCyLpHGXIu4qaDRPuGjMFv5oDzCBsUP/view?usp=sharing,http://www.lowinglight.com/images/panasonic/BTLH1760171_OI.pdf,,on hold,,,,,,,,,,,,ER - Bold-C,,,,,,
Sandisk 256GB SSD,boldc#Sandisk256GBSSD,accessory,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/177K6QYLr-O8WUk6GUCxVfnPnhtdTjPe0/view?usp=sharing,https://downloads.sandisk.com/Dashboard/um/ssddashboard-um-en.pdf,,on hold,,,,,,,,,,,,ER - Bold-C,,,,,,
Red Mini-Mag Station,boldc#RedMini-MagStation,accessory,EQUIPMENT,RED EPIC,,,SN-RMMIN00531,,,,BDSB31063,,,https://drive.google.com/file/d/1ZDzdASSlJsj1D5shICqHIdNA2VK2rTlR/view?usp=sharing,https://cdn.static-bl.com/images/manual/RED-Mini-Mag-Operation-System.pdf,,179.67,https://www.red.com/red-station-mini-mag-usb-3   https://www.bhphotovideo.com/c/product/1346526-REG/red_digital_cinema_750_0084_red_station_red_mini_mag.html   https://www.ebay.com/itm/Red-Digital-Cinema-RED-STATION-RED-MINI-MAG-USB-3-1-/254789148482,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Red Mini-Mag 256GB,boldc#RedMini-Mag256GB,accessory,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1ZDzdASSlJsj1D5shICqHIdNA2VK2rTlR/view?usp=sharing,https://cdn.static-bl.com/images/manual/RED-Mini-Mag-Operation-System.pdf,,not in production  scrubbed,,,,,,,,,,,,ER - Bold-C,,,,,,
Red Mini-Mag 512GB,boldc#RedMini-Mag512GB,accessory,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1ZDzdASSlJsj1D5shICqHIdNA2VK2rTlR/view?usp=sharing,https://cdn.static-bl.com/images/manual/RED-Mini-Mag-Operation-System.pdf,,1916.67,https://www.bandpro.com/red-mini-mag-512gb.html   https://www.sharegrid.com/products/1300-red-mini-mag-512gb/buy   ,2021-01-10,,,,,,,,,,ER - Bold-C,,,,,,
Red 2 Stage Matte Box,boldc#Red2StageMatteBox,accessory,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1g7Yw0TZcyASNQn6tYJ7oMrZhFk6_f-Hg/view?usp=sharing,https://www.red.com/downloads/matte-box,,not in production  scrubbed,,,,,,,,,,,,ER - Bold-C,,,,,,
RED Epic Dragon 6K Package (PL  EF  F),boldc#REDEpicDragon6KPackage(PLEFF),camera,EQUIPMENT,RED EPIC,,102A63D4C,125-1222 REV-05 35V,,YGA003,,BDSB31054,,,https://drive.google.com/file/d/1jxfbNenLcXKyfPTgtHwrgOzjGUdrt0wq/view?usp=sharing,https://docs.red.com/955-0020/955-0020_v6.3%20Rev-AF%20%20%20RED%20PS%2C%20EPIC%20SCARLET%20Operation%20Guide.pdf,,on hold,,,,,,,,,,,,ER - Bold-C,,,,,,
RED MOTE,boldc#REDMOTE,accessory,EQUIPMENT,RED EPIC,,,770102ACE7F4,,,,,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
RED MOUNTS,boldc#REDMOUNTS,,EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
RED Monitor,boldc#REDMonitor,,EQUIPMENT,RED EPIC,,,730102ADB3CE,,,,BDSB31071,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
RED EVF OLED,boldc#REDEVFOLED,,EQUIPMENT,RED EPIC,,,730102AE4C73,,,,,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
RED Quickplate,boldc#REDQuickplate,,EQUIPMENT,RED EPIC,,,79013028F7D9,,,,,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Avenger 4039CS Boom Stand,boldc#Avenger4039CSBoomStand,audio,EQUIPMENT,,,A4039CS,,,,,BDSB31336,,,https://drive.google.com/file/d/1Tjavgl2KrA9acuYo2l6g_PddhGz5DLjM/view?usp=sharing,https://www.bhphotovideo.com/c/product/611471-REG/Avenger_A4039CS_A4039CS_Combi_Boom_Stand.html,,313.25,https://www.bhphotovideo.com/c/product/611471-REG/Avenger_A4039CS_A4039CS_Combi_Boom_Stand.html   https://www.manfrotto.com/us-en/avenger-grip/boom-stand-39-steel-a4039cs/   https://www.adorama.com/aea4039cs.html,2021-01-17,,,,,,,,,,ER - Bold-C,,,,,,
RedRock Micro Ultracage,boldc#RedRockMicroUltracage,grip,EQUIPMENT,,,1-12-2002,,,,,,,,https://drive.google.com/file/d/1DjQ87M2oighK2m77doU728SP8yxhSdUJ/view?usp=sharing,http://shop.redrockmicro.com/start/assembly_docs/ultraCage/DSLR/ultraFieldCinemaDSLR_Doc.pdf,,on hold,,,,,,,,,,,,ER - Bold-C,,,,,,
RODE VideoMic,boldc#RODEVideoMic,audio,EQUIPMENT,,,,SN038049,,,,BDSB31043,9V Batteries  No Case,,https://drive.google.com/file/d/1wCRNqsuxSL_cslN_xJvfbohfaaWRsTu-/view?usp=sharing,https://cdn1.rode.com/videomic_product_manual.pdf,,141,https://www.bhphotovideo.com/c/product/917425-REG/rode_videomic_r_videomic_with_rycote_lyre.html   https://www.ebay.com/itm/Rode-VideoMic-Camera-Mount-Shotgun-Microphone-Rycote-Shock-Mount-Video-Mic-OPEN/174597776586?hash=item28a6d6a4ca:g:GwMAAOSwJSJfQeg4   https://www.adorama.com/rdvmr.html,2021-01-17,,,,,,,,,,ER - Bold-C,,,,,,
RODE VideoMic,boldc#RODEVideoMic002,audio,EQUIPMENT,,,,SN0380491,,,,BDSB31043,  ,,https://drive.google.com/file/d/1wCRNqsuxSL_cslN_xJvfbohfaaWRsTu-/view?usp=sharing,https://cdn1.rode.com/videomic_product_manual.pdf,,141,https://www.bhphotovideo.com/c/product/917425-REG/rode_videomic_r_videomic_with_rycote_lyre.html   https://www.ebay.com/itm/Rode-VideoMic-Camera-Mount-Shotgun-Microphone-Rycote-Shock-Mount-Video-Mic-OPEN/174597776586?hash=item28a6d6a4ca:g:GwMAAOSwJSJfQeg4   https://www.adorama.com/rdvmr.html,2021-01-17,,,,,,,,,,ER - Bold-C,,,,,,
Rokinon Cine DS Lens Set (EF 16  24  35  85),boldc#RokinonCineDSLensSet(EF16243585),accessory,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1kIQBFMZOt2BeWJh-RQrnqJfK3FmR9aZC/view?usp=sharing,https://www.rokinon.com/lenses/cine-ds-lenses/24mm-t15,,1422.33,https://www.amazon.com/Rokinon-Cine-Lens-Kit-Consists/dp/B07DMDF7M3   https://www.ebay.com/itm/Rokinon-Cine-DS-EF-mount-5-lens-kit-16-24-35-50-85mm-manual-cine-T1-5-T2-2/254831276353?hash=item3b5520b141:g:gH4AAOSwprZf-39P   https://www.adorama.com/rkdscmcg.html ,2021-01-17,,,,,,,,,,ER - Bold-C,,,,,,
Sachtler S20 Tripod,boldc#SachtlerS20Tripod,accessory,EQUIPMENT,,,,53901402529,,,,BDSB31210,,,https://drive.google.com/file/d/1v5yr7mLopb66JFesD0XRqBa_dA_-FO6s/view?usp=sharing,https://www.sachtler.com/en/sachtler/video-20-s1/c-26/p-1342,,on hold,,,,,,,,,,,,ER - Bold-C,,,,,,
Sachtler DA-100K Baby Pod,boldc#SachtlerDA-100KBabyPod,accessory,EQUIPMENT,,,,5221400455,,,,BDSB31208,,,https://drive.google.com/file/d/1WZyZszLdCuw345n2c4W5a40J22Dtv8Y-/view?usp=sharing,https://www.sachtler.com/en/products/product/?catalog=26&product=1445,,on hold,https://www.bhphotovideo.com/c/product/78748-REG/Sachtler_5122_DA_100K_Short_Aluminum_Tripod.html   https://www.adorama.com/scda100s.html   ,,,,,,,,,,,ER - Bold-C,,,,,,
Sekonic L-758dr,boldc#SekonicL-758dr,lighting,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1kLKaq_kOFAbO0yHJRwqxdyeUaLcoD0sG/view?usp=sharing,https://www.sekonic.com/sites/sekonic.com/files/Manuals/L-758DR/l-758_operating_manual_english.pdf,,discontinued,,,,,,,,,,,,ER - Bold-C,,,,,,
Sennheiser MKH416,boldc#SennheiserMKH416,audio,EQUIPMENT,,,MHK416P48,156659  156664,,,,BDSB31185  BDSB31184,,,https://drive.google.com/file/d/1f_t0_eFSM2hYxC6-YkaIxBW3vlJqW4fa/view?usp=sharing,https://assets.sennheiser.com/global-downloads/file/5806/MKH_416_0119_EN.pdf,,932.67,https://en-us.sennheiser.com/short-shotgun-tube-microphone-camera-films-mkh-416-p48u3   https://www.bhphotovideo.com/c/product/79502-REG/Sennheiser_MKH416_P48U3_MKH_416_Short_Shotgun.html   https://www.ebay.com/p/18024813224?iid=264994423839 ,2021-01-17,,,,,,,,,,ER - Bold-C,,,,,,
Sony Professional Headphones,boldc#SonyProfessionalHeadphones,audio,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1FYCDCD_oHBubTu0zJlEaO8pGnC3eFFsT/view?usp=sharing,https://pro.sony/ue_US/products/headphones/mdr-7506,,on hold,,,,,,,,,,,,ER - Bold-C,,,,,,
SoundDevices 664 Field Mixer,boldc#SoundDevices664FieldMixer,audio,EQUIPMENT,,,N/A,KA1114230007,,,,BDSB31160,,,https://drive.google.com/file/d/1PYO-WXb75eNH4z-kJbm1-zhrbh9w4YFa/view?usp=sharing,https://cdn.sounddevices.com/wp-content/uploads/2019/01/664-ug1.10.20.pdf,,4157,https://www.locationsound.com/sound-devices-664-six-input-field-production-mixer-w-integrated-recorder-1187   https://www.pro-sound.com/p/sound-devices-664-six-channel-field-production-mixer-with-integrated-recorder.html   https://www.ebay.com/itm/Sound-Devices-664/274650541259?hash=item3ff272accb:g:cu8AAOSw09hgBFqA,2021-01-17,,Good,,,,,,,,ER - Bold-C,,,,,,
